post_id	title	benefit_text	gor_sa_har_text	featured_image_url	featured_image_path
287552	Grönsakswok med tonfisk och ägg	En snabb och näringsrik grönsakswok med tonfisk och ägg, fylld med protein, omega-3 och antioxidanter.	Skala och riv vitlök och ingefära. Skala och grovhacka lök. Skär paprika, haricots verts och purjolök i bitar. Hacka dill. Hetta upp en stekpanna med olivolja. Lägg i vitlök, ingefära, lök, paprika, haricots verts och purjolök. Stek och rör om tills grönsakerna mjuknat. Dra grönsakerna åt sidan i stekpannan. Knäck ägg i en skål och vispa upp. Häll olivolja i mitten av stekpannan. Häll i äggen i mitten och rör om. När äggen börjar stelna rör ihop dem med grönsakerna och låt steka i någon minut. Dra återigen grönsaksblandningen åt sidan i stekpannan. Lägg i rödkålen i mitten av pannan och stek i någon minut. Rör ihop rödkålen med resten av grönsakerna. Strö på salt och peppar. Tillsätt citronsaft och dill. Lägg upp grönsakswok på tallrikar. Lägg tonfiskfilé ovanpå och toppa med furikakekrydda. Dekorera med dillkvistar och citronklyftor.	https://functionalfoods.se/wp-content/uploads/2025/03/IMG_9822.jpg	data/images/Gronsakswok med tonfisk och agg.jpg
287547	Kycklinggryta från medelhavet	En mustig och smakrik kycklinggryta med medelhavstoner, där saftiga kycklinglår får sjuda i en kryddig tomatsås.	Skala och hacka lök. Skala och riv vitlöksklyftor. Skär squash, selleri och paprika i bitar. Dela champinjoner på mitten. Hacka persilja. Hetta upp olivolja i en stekpanna och bryn kyckling, lök och vitlök. Strö på salt, peppar och örtagårdskrydda. Häll olivolja i en kastrull och lägg ner paprika och selleri och låt steka i någon minut. Lägg ner kycklingen och häll på vatten och krossade tomater. Smula ner en buljongtärning. Strö på salt, peppar, torkad basilika och häll i honung. Sätt på ett lock och sänk värmen. Låt koka i 60 minuter och späd med vatten om det behövs. Lägg ner squash, tomat och champinjoner och låt koka ytterligare i 5 minuter. Rör i persilja. Lägg upp kycklinggrytan i djupa taltikar. Toppa med persiljekvistar och servera.	https://functionalfoods.se/wp-content/uploads/2025/03/IMG_0010.jpg	data/images/Kycklinggryta fran medelhavet.jpg
287542	Kycklingburgare med papayasallad	En saftig och smakrik kycklingburgare med fräsch papayasallad, fylld med proteiner, fibrer och enzymer som stödjer matsmältning och immunförsvar.	Lägg kycklingfärs i en skål. Skala och riv vitlök och blanda med färsen. Strö på salt och peppar. Forma färsen till 4 platta burgare. Hetta upp en stekpanna med olivolja. Stek kycklingburgarna i 3-4 minuter på varje sida. Skiva mozzarella och placera tillsammans med en korianderkvist mellan två burgare. Stekytterligare i en minut. Lägg frysta ärtor i en kastrull med vatten och koka upp. Låt koka på svag värme i någon minut. Häll av och spola av med kallt vatten. Skär papaya och sockerärtor i mindre bitar. Skala och finhacka rödlök. Finhacka chili. Hacka koriander. Blanda papaya, sockerärtor, rödlök, chili och ärtor i en skål. Strö på salt och peppar. Blanda i balsamico, koriander och pressa i limejuice. Placera kycklingburgarna på tallrikarna och servera med papayasallad. Dekorera med korianderkvistar och limeklyftor.	https://functionalfoods.se/wp-content/uploads/2025/03/IMG_0008.jpg	data/images/Kycklingburgare med papayasallad.jpg
287540	Fänkålssallad med grapefrukt och burrata	Denna sallad är full av fibrer, vitaminer och hälsosamma fetter som gör den till ett lätt men mättande måltidsalternativ.	Strimla fänkål och lägg i en skål. Blanda i olivolja och äppelcidervinäger. Finhacka mynta och rör ner i skålen. Strö på salt och peppar. Skär ut filéer av grapefrukt, apelsin och citron. Hacka pistagenötter. Lägg upp fänkålssallad i en skål tillsammans med citrusfrukten. Lägg burrata ovanpå salladen och toppa med pistagenötter och myntablad.	https://functionalfoods.se/wp-content/uploads/2025/03/IMG_0488.jpg	data/images/Fankalssallad med grapefrukt och burrata.jpg
287538	Linssoppa från medelhavet	En värmande och smakrik linssoppa från Medelhavet, fylld med proteinrika linser, näringsrika grönsaker och kryddiga smaker från örter och sriracha.	Skala och grovhacka lök. Skala och riv vitlök. Skär paprika, squash, fänkål och haricots verts i bitar. Finhacka soltorkade tomater. Hetta upp en kastrull med olivolja. Lägg lök, vitlök och grönsakerna i kastrullen och fräs i några minuter. Strö på salt, peppar och provensalska örter. Blanda i sriracha, buljong, krossade tomater, vatten och linser. Låt koka i cirka 15-20 minuter. Dela cocktailtomater i fyra delar. Hacka basilika. Lägg i tomater och basilika i soppan. Lägg upp linssoppa i djupa tallrikar och dekorera med soltorkade tomater och basilikakvistar.	https://functionalfoods.se/wp-content/uploads/2025/03/IMG_9849.jpg	data/images/Linssoppa fran medelhavet.jpg
287536	Ugnsomelett med keso och bär	En krämig och näringsrik ugnsomelett med keso och bär, fylld med protein, fibrer och antioxidanter.	Sätt ugnen på 180 grader. Smörj en mindre ugnsform med olivolja. Lägg ner alla ingredienser i en bunke förutom frysta bär. Mixa smeten slät med en stavmixer. Blanda försiktigt ner hälften av bären i smeten. Häll smeten i ugnsformen och toppa med resten av bären. Grädda omeletten i ugnen i 40 minuter.	https://functionalfoods.se/wp-content/uploads/2025/03/IMG_0455.jpg	data/images/Ugnsomelett med keso och bar.jpg
287534	Omelett med ost och spenat	En mjuk och smakrik omelett fylld med näringsrik spenat och smält ost.	Blanda ägg och grädde i en skål. Strö på salt och peppar. Hetta upp en stekpanna med smör. Häll i omelettsmeten i stekpannan och stek ena sidan på svag värme tills den fått en fin färg. Lägg på riven ost och spenat på omeletten. Låt osten smälta och lägg sedan över omeletten på en tallrik.	https://functionalfoods.se/wp-content/uploads/2025/03/IMG_0446.jpg	data/images/Omelett med ost och spenat.jpg
287532	Färskostmacka med tomat	En perfekt kombination av protein, fibrer och antioxidanter som gör den till ett utmärkt frukost- eller mellanmålsalternativ!	Skiva tomat. Bred på philadelphiaost på brödet och lägg på tomatskivor.	https://functionalfoods.se/wp-content/uploads/2025/03/IMG_9809.jpg	data/images/Farskostmacka med tomat.jpg
287527	Morot- och kesolimpa	Kombinationen av morot, äpple och keso ger en mild och naturligt söt smak, medan havre och solroskärnor bidrar med långvarig mättnad.	Sätt ugnen på 200 grader. Riv moroten grovt. Blanda ihop alla ingredienser i en skål. Forma till en limpa och lägg på en bakplåtsklädd plåt. Strö på vallmofrön och grädda i cirka 45 minuter. Låt svalna och förvara i frysen.	https://functionalfoods.se/wp-content/uploads/2025/03/IMG_9807.jpg	data/images/Morot- och kesolimpa.jpg
287525	Choklad- och kokoschiapudding	Denna dessertliknande frukost är full av omega-3, fibrer och antioxidanter!	Blanda alla ingredienserna i en bunke på kvällen och låt stå i kylskåpet över natten. Rör om ordentlig innan servering. Toppa med granola och färska jordgubbar.	https://functionalfoods.se/wp-content/uploads/2025/03/IMG_0142.jpg	data/images/Choklad- och kokoschiapudding.jpg
287516	Keso med bovetegranola	Denna måltid ger en perfekt balans mellan protein, hälsosamma fetter och långsam energi – utmärkt för en mättande och stabil start på dagen!	Lägg keso i en skål och strö på granolan. 1 portion = cirka 0,75 dl.	https://functionalfoods.se/wp-content/uploads/2025/03/IMG_0173.jpg	data/images/Keso med bovetegranola.jpg
287319	Grundrecept benbuljong	Denna näringsrika dryck är full av vitaminer, mineraler och andra viktiga näringsämnen som kan gynna kroppen pa ̊ många sätt .	Skala eller ansa och skär alla grönsaker i bitar. Skala och skär gul lök i bitar och skiva vitlöken. Lägg märgbenen i en gryta tillsammans med grönsaker, lök, vitlök och resterande ingredienser. Häll på vatten så det täcker benen. Koka upp märgbenen på hög värme under några minuter och ta bort skummet som bildas. Sänk värmen och låt sjuda i 12–48 timmar. Fyll på med extra vatten under tiden. Ta bort ben och grönsaker. Sila buljongen och låt svalna helt. Ställ in i kylen och låt stå tills buljongen stelnat, gärna över natten. Skrapa av fettet som samlats på ytan av buljongen och spara i en burk att använda till stekning. Förvara buljongen i kylen eller frys in den i iskuber. Buljongen håller cirka en vecka i kylskåpet.	https://functionalfoods.se/wp-content/uploads/2025/02/Benbuljong-1-2.jpg	data/images/Grundrecept benbuljong.jpg
287166	Rökt lax med blomkålsallad och citronyoghurt	En fräsch och näringsrik rätt med rökt lax, krispig blomkålsallad och en syrlig citronyoghurt.	Riv blomkål grovt. Strimla purjolök. Hacka dill. Dela cocktailtomater på mitten. Tärna avokado. Blanda ner blomkål, purjolök, tomater och avokado med olivolja, dill, citronjuice, salt och peppar i en skål. Lägg upp rucolasallad, rökt lax och citronklyftor på ett fat. Toppa med dillkvist. Riv citronskal med ett zestjärn. Blanda grekisk yoghurt i en skål med citronzest, salt och peppar. Servera blomkålsalladen med lax och citronyoghurt.	https://functionalfoods.se/wp-content/uploads/2025/02/IMG_9749.jpg	data/images/Rokt lax med blomkalsallad och citronyoghurt.jpg
287164	Grönsakswok med kyckling	Perfekt för en protein- och vitamindosig lunch med en uppfriskande touch av färsk koriander!	Skär kycklingen i mindre bitar och strö på salt och peppar. Riv vitlök och ingefära. Finhacka chili och strimla salladslök. Hetta upp en stekpanna med olja och lägg ner vitlök, ingefära, chili, salladslök och kycklingfilé. Strö på salt och peppar. Tillsätt de frysta wokgrönsakerna och teryakisås. Låt steka i 5 minuter. Strö på koriander och jordnötter.	https://functionalfoods.se/wp-content/uploads/2025/02/Kyckling-med-wokgronsaker-och-sjograsnudlar.jpg	data/images/Gronsakswok med kyckling.jpg
287162	Japansk kycklingfärswok med groddar	En energifylld, näringsrik lunch med asiatisk inspiration!	Skiva morot, paprika och squash. Riv vitlök och ingefära. Finhacka chili och gräslök. Strimla salladslök. Hetta upp en stekpanna med olja och bryn kycklingfärs, vitlök, chili, ingefära och salladslök i några minuter. Tillsätt sesamolja och sambal oelek. Strö på salt och peppar. Häll på teriyakisås och blanda ner alla grönsaker. Låt steka i någon minut. Pressa limejuice över woken och blanda ner gräslök. Lägg groddar på tallrikar och lägg över kycklingwoken. Toppa med furikakekrydda och gräslök.	https://functionalfoods.se/wp-content/uploads/2025/02/IMG_3490.jpg	data/images/Japansk kycklingfarswok med groddar.jpg
287084	Hallon och kiwi med vit chokladcréme	En fräsch och lätt dessert med sötma från hallon och kiwi, toppad med en len vit chokladcréme gjord på Philadelphiaost.	Smält vit choklad i en skål mikron. Blanda ner Philiadelpiaost. Skala kiwin. Skiva kiwi och lägg på tallrikar tillsammans med hallon. Klicka på den vita chokladcrémén.	https://functionalfoods.se/wp-content/uploads/2025/02/IMG_4594.jpg	data/images/Hallon och kiwi med vit chokladcréme.jpg
287122	Lammgryta med plommon och bulgur	En smakrik och mustig gryta där lammets djupa smak kombineras med varma kryddor och sötman från torkade plommon.	Skala och skiva gul lök. Skala och riv vitlök. Hacka chili och persilja. Skär lammstek i grytbitar. Hetta upp en stekpanna med smör och stek kött, lök, vitlök, chili och ingefära i några minuter. Lägg i en stor gryta. Krydda med salt, peppar, malen kanel, malen kardemumma, spiskummin och curry. Häll på ketjapmanis. Tillsätt krossade tomater, vatten, buljongtärning och plommon. Koka grytan i 1,5 timme. Späd med vatten om det behövs. Koka bulgur enligt anvisningen på paketet. Lägg i en skål och blanda ner olja, citronsaft, salt, peppar och persilja. Skala och skär morot i bitar och blanda ner i grytan. Koka ytterligare i 5 minuter. Toppa grytan med persilja. Servera med bulgur, cornichons, syltlök och lingonsylt	https://functionalfoods.se/wp-content/uploads/2025/02/IMG_7199.jpg	data/images/Lammgryta med plommon och bulgur.jpg
287083	Grekiska köttbullar i tomatsås	En smakrik medelhavsinspirerad rätt med grekiska köttbullar i en mustig tomatsås, serverade tillsammans med ugnsbakad sötpotatis och en bädd av färsk spenat.	Sätt ugnen på 200 grader. Lägg nötfärs i en bunke. Skala och finhacka rödlök och riv vitlök. Salta och peppra. Forma till köttbullar. Hetta upp en stekpanna med smör. Bryn köttbullarna i ett par minuter. Skala och skiva sötpotatis. Lägg sötpotatisen på en plåt med bakplåtspapper. Salta och peppra. Ugnsbaka potatisen i 20 minuter. Skala och hacka rödlök och riv vitlök. Hetta upp en kastrull med olivolja. Bryn lök och vitlök i några minuter. Tillsätt krossade tomater och honung. Salta och peppra. Tillsätt torkad oregano. Lägg köttbullarna i tomatsåsen och låt koka i tillsammans i 5 minuter. Lägg spenat på ett fat tillsammans med sötpotatis. Lägg köttbullarna i tomatsås bredvid och toppa med parmesanost. Dekorera med basilikakvistar.	https://functionalfoods.se/wp-content/uploads/2025/02/IMG_8764.jpg	data/images/Grekiska kottbullar i tomatsas.jpg
287127	Tropisk fruktsallad	En fräsch och exotisk fruktsallad fylld med vitaminer och antioxidanter.	Dela melonen på hälften och gröp ur innehållet. Skär meloninnehållet i mindre bitar. Skär mango och ananas i mindre bitar. Fördela frukten i melonskålarna och toppa med kokosskivor. Dekorera med mynta	https://functionalfoods.se/wp-content/uploads/2025/02/Annanas_006.jpg	data/images/Tropisk fruktsallad.jpg
287124	Köttfärspytt med italienska smaker	En smakrik och näringsrik köttfärspytt fylld med färska grönsaker, örter och olivolja.	Skala och hacka lök grovt. Skala och riv vitlök. Skär paprika, haricotsverts, squash, aubergine och fänkål i bitar. Dela champinjoner på hälften. Hetta upp en stekpanna med olivolja. Lägg i lök, vitlök, grönsaker och nötfärs i pannan. Strö på örtagårdskrydda, salt och svartpeppar. Låt steka 5 minuter. Dela cocktailtomater i fyra delar. Finhacka soltorkade tomater och basilika. Blanda ner cocktailtomater, soltorkade tomater och basilika. Lägg upp köttfärswok på tallrikar och dekorera med en basilikakvist	https://functionalfoods.se/wp-content/uploads/2025/02/IMG_9875.jpg	data/images/Kottfarspytt med italienska smaker.jpg
287088	Chiafrögröt	En energifylld frukost eller mellanmål full av hälsosamma fetter, fibrer och vitaminer!	Blanda chiafrön och mjölk i en skål. Rör ner vaniljpulver och låt stå i 30 minuter eller över natten. Späd gröten med mer mjölk, om det behövs. Skär av skalet på apelsinen med en vass kniv, och skär ut fina filéer. Skär ananas i små bitar. Skär filéerna i bitar och blanda ner i gröten tillsammans med ananas bitarna. Lägg upp i en skål eller i ett glas och dekorera med granatäppelkärnor, myntakvist och apelsinskiva.	https://functionalfoods.se/wp-content/uploads/2025/02/1500-Chiafrogrot.jpg	data/images/Chiafrogrot.jpg
287120	Torsk teriyaki med grönsaker	En lätt och näringsrik måltid med asiatiska influenser!	Strimla purjolök tunt. Skala och riv vitlöksklyfta och ingefära. Strimla paprika och morot. Skär Pak choi i skivor. Finhacka mynta. Hetta upp en stekpanna med olivolja och lägg i vitlök, ingefära och morot. Låt steka någon minut. Tillsätt paprika, Pak choi och mynta. Strö på salt och peppar och häll i teriyakisås. Blanda ner mynta. Låt steka ytterligare någon minut och håll varmt. Dela torsken i två bitar och strö på salt och peppar. Hetta upp en stekpanna med smör och stek torskrygg på hög värme 1 min på varje sida. Tillsätt vatten i stekpannan och låt fisken sjuda i 3 minuter. Lägg upp grönsaker på tallrikar. Placera torskryggen ovanpå. Häll teriyakisås över torsken. Strö på granatäppelkärnor och furikake. Dekorera med myntakvistar och limeklyftor.	https://functionalfoods.se/wp-content/uploads/2025/02/IMG_9732.jpg	data/images/Torsk teriyaki med gronsaker.jpg
287118	Indisk laxgryta med röda linser	En smakrik och kryddig laxgryta med linser, rotfrukter och brysselkål som ger både näring och mättnad.	Skär laxfilé i bitar och strö på salt och peppar. Skala och hacka lök och riv vitlök. Hacka chili. Skala och skär rotfrukter i bitar. Skär paprikan i bitar. Hetta upp en stekpanna med olivolja. Bryn lök, vitlök, chili, rotfrukter och paprika några minuter. Tillsätt kryddor, srirachasås och buljongtärning. Häll på vatten och låt koka upp. Tillsätt krossade tomater och linser. Hacka aprikoserna och blanda ner. Låt koka 5 minuter. Blanda ner laxbitarna och brysselkål. Låt sjuda ytterligare 3 minuter. Servera i skålar och dekorera soppan med hackad persilja. Servera med gräddfil.	https://functionalfoods.se/wp-content/uploads/2025/02/IMG_1624.jpg	data/images/Indisk laxgryta med roda linser.jpg
287116	Quinoasallad med stekt halloumi	En mättande och näringsrik quinoasallad med färska grönsaker, citron och persilja. Perfekt som en lätt men proteinrik måltid!	Koka quinoan i lättsaltat vatten i 13 minuter. Skölj och lägg i en skål. Blanda ner alla ingredienser och smaka av med salt och peppar. Skiva halloumi och stek i olivolja i några minuter. Lägg rucolasallad på tallrikar och lägg på quinoa och stekt halloumi.	https://functionalfoods.se/wp-content/uploads/2025/02/Quinoasallad-med-hallouimi.jpg	data/images/Quinoasallad med stekt halloumi.jpg
287114	Hallon- och blåbärssmoothie	En frisk och vitaminrik smoothie fylld med antioxidanter från blåbär och hallon.	Skala apelsin och banan och lägg ner i en blender tillsammans med blåbär och hallon. Lägg ner yoghurt, mixa och späd med vatten till en jämn smoothie. Häll upp på glas och förvara resten i kylen.	https://functionalfoods.se/wp-content/uploads/2025/02/IMG_6925.jpg	data/images/Hallon- och blabarssmoothie.jpg
287112	Mango med keso och nötter	En enkel och fräsch frukost med söt mango, krämig keso och knapriga nötter. Perfekt för en snabb, proteinrik och näringsfylld start på dagen!	Skär mango i mindre bitar och lägg upp på en tallrik. Toppa mangon med keso. Strö över pistagenötter och pekannötter.	https://functionalfoods.se/wp-content/uploads/2025/02/IMG_9791.jpg	data/images/Mango med keso och notter.jpg
287110	Havregrynsgröt med apelsin och kokos	En näringsrik och värmande havregrynsgröt med fräsch apelsin och en tropisk touch av kokos.	Skala och skär apelsin i klyftor. Blanda havregryn, vatten, kardemumma och salt i en kastrull. Låt koka upp. Koka på svag värme under omrörning i 3 minuter. Lägg upp gröten i en skål och toppa med apelsin och kokos. Strö på kardemumma. Servera med mandelmjölk.	https://functionalfoods.se/wp-content/uploads/2025/02/IMG_9778.jpg	data/images/Havregrynsgrot med apelsin och kokos.jpg
287108	Kokt ägg med majonnäs	En enkel men näringsrik frukost med proteinrika ägg och en klick majonnäs för extra smak och hälsosamma fetter. Perfekt som ett snabbt och mättande mål för en energifylld start på dagen!	Koka upp vatten i en kastrull. Lägg försiktigt i ägget och sänk värmen. Koka i ca 7-10 minuter. Spola ägget under kallt vatten för att avstanna kokningen. Skala ägget, strö på lite salt och servera med en klick majonnäs.	https://functionalfoods.se/wp-content/uploads/2025/02/IMG_9789.jpg	data/images/Kokt agg med majonnas.jpg
287106	Äggröra med granatäpple och kiwi	En lättlagad och näringsrik frukost där den krämiga äggröran kombineras med syrliga granatäppelkärnor och söt kiwi.	Skär kiwi i mindre bitar. Blanda ägg och grädde i en skål. Strö på salt och peppar. Hetta upp en stekpanna med smör. Häll i äggröran i pannan och rör om på svag värme tills äggröran blivit mjuk och krämig. Lägg äggröran på en tallrik och toppa med granatäppelkärnor och kiwi.	https://functionalfoods.se/wp-content/uploads/2025/02/IMG_9772.jpg	data/images/Aggrora med granatapple och kiwi.jpg
287103	Köttfärslimpa med ajvar och rostad sötpotatis	En näringsrik och balanserad måltid med mycket färg och smak!	Sätt ugnen på 200 grader. Skala och finhacka lök. Skala och riv vitlök. Blanda lök, vitlök, havregryn, vatten, köftekrydda, persilja, nötfärs och ägg i en bunke. Tillsätt salt och peppar. Arbeta ihop färsen och forma till en limpa. Lägg köttfärslimpan i en ugnsform och bre på ett lager med ajvar. Smula fetaost på toppen. Skala och skär sötpotatis i skivor och lägg på en ugnsplåt. Skala och riv vitlök. Ringla över olivolja, krydda med örtagårdskrydda och blanda om med riven vitlök. Ställ in köttfärslimpan och sötpotatisen i ugnen i 25 minuter. Skiva rödlök. Lägg upp bladspenat på ett fat. Lägg sötpotatisen på spenaten och blanda med rödlök och granatäppelkärnor. Hetta upp en stekpanna och rosta pumpafrön med honung. Strö på lite salt och toppa köttfärslimpan med fröna. Dekorera med persiljekvistar.	https://functionalfoods.se/wp-content/uploads/2025/02/IMG_9739.jpg	data/images/Kottfarslimpa med ajvar och rostad sotpotatis.jpg
